"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
0.396977015557306,0.0561344779276686,-0.202723393310315,0.499667936363543,-0.580832165870018,-0.276364121622746,-0.633600133959268,-0.504908266722363,-1.85267760519883,-0.017974843701426,0.102593344520248,-0.723658935983519,0.229653728836851,-0.169150837054593,0.213991917694458,0.0753159965120751,0.204725459045388,0.336724934979535,0.233830813225312,-0.271398111136486,-0.647450526844704,-0.103526099053305,-0.62336909816831,-0.800043794406759,-0.20724148595923,-0.225482791258518,0.236712361537481,0.129752828091752,0.15792059583372,-0.0267089972198548,-0.13343396811094,-0.112771598034179,-0.210432735121399,-0.502443138306028,-0.27633145568635,-0.605392440624682,0.0880277502306835,0.380567260632189,-0.0173046620375939,0.257755843448698,-0.341268829068071,-0.147780191386294,-0.933464058775026,0.00938793848961845,0.227572344099713,0.16787549411829,0.00151036161427022,0.156376065342364,-0.567852166536315,-0.172247206577845,-0.443997217644494,0.0837530973166623,-0.31877366195166,0.747907368203024
0.318982678179307,0.0318861162753732,-0.212561743328002,0.408720732069477,-0.684726324494219,-0.360440953003059,-0.755649232773984,-0.574275245622596,-1.53030123505259,-0.0543562058487434,-0.0560557085890137,-0.720970398146918,0.34739482689287,-0.239337590241076,0.141929900582289,0.00283773743884098,0.107027930164375,0.300077523884849,0.0799313166090655,-0.330260093230766,-0.731919870869908,-0.126269794428848,-0.757158303733207,-0.796169040106097,-0.289635939139902,-0.302979979032747,0.177551790687333,0.0892607735648134,0.102498064758055,-0.0253686911344623,-0.207894508745591,-0.162808053246961,-0.279048458803265,-0.570740797771514,-0.356738277219924,-0.66194641528461,-0.00985347155184371,0.269115944014337,-0.104758207334395,0.158610266395037,-0.455569112909152,-0.175919931182937,-0.804256411622797,0.0197948714491054,0.193625031244067,0.124002078292304,-0.0558270493809595,0.129483178464798,-0.466849485365421,-0.140792165897915,-0.443883083740616,0.0339450512603365,-0.379505192020571,0.552712612052895
0.392336299881533,-0.0481946446191928,-0.179760071188351,0.48999861611885,-0.60122878369802,-0.35419434765467,-0.688395299161457,-0.471509496588235,-1.05870463134858,0.00364858564746044,0.0455459227330262,-0.637078328275713,0.20340039145306,-0.191757397965185,0.300941697836932,0.0506447821366368,0.17878185281197,0.327532759163824,0.544447311294742,-0.309049299377356,-0.69638342965752,-0.104038800968532,-0.67941397132642,-0.71867812468828,-0.194000386785802,-0.254182151588488,0.238388466084276,0.154201737812614,0.145646417513366,0.0241661499067347,-0.148407157387892,-0.200025383938169,-0.238110880607735,-0.539530480419786,-0.33152050575894,-0.57707006227807,0.0605160583546359,0.426921149411381,-0.0353653509708308,0.537569995331766,-0.35354165265169,-0.149543580323492,-1.18535137519169,0.176443011787923,0.241707816395915,0.18222982078135,-0.0283143064226919,0.232225376003752,-0.792278253353049,-0.130845665723004,-0.503903902986239,0.122933803963783,-0.267621710438593,0.709377706764633
0.379187030318227,0.00570338228254626,-0.177281085384028,0.462561200335298,-0.583331578453474,-0.254294735919308,-0.68053007818096,-0.545398577847704,-1.78375383339366,0.0244965480502567,0.0805053269411241,-0.755512990566435,0.177805427341779,-0.198572043623916,0.252937106690711,0.0391347802974713,0.0873112752564248,0.335899419665819,0.285864165360129,-0.291041926682975,-0.680755751489839,-0.119039393408463,-0.624571141360808,-0.806351376047035,-0.165870426257663,-0.245077519653527,0.26014749012573,0.129846573870917,0.155181413027414,0.0483772551538686,-0.137655467371013,-0.164149462854215,-0.205592210621558,-0.515913050832034,-0.221339631990509,-0.615884322724768,0.0487345949189074,0.352046074283429,-0.046198517110531,0.205601291834862,-0.305241892074889,-0.142136631409406,-1.06618767998636,-0.0277898467543363,0.27173136229022,0.185774138297987,-0.0270011990527888,0.178799155595161,-0.618349616305195,-0.159421283252531,-0.418701258245885,0.171599316549584,-0.313271560650952,0.731540701930616
0.349597112471752,0.0377285599999686,-0.183949156383932,0.316586361514341,-0.639330425836517,-0.292177508797209,-0.732112796531652,-0.406205484831945,-1.15194081819993,0.00318273010059246,-0.048639384675817,-0.632641238819799,0.452311525604789,-0.219382665213234,0.20724600943587,0.0151722342911526,0.0785658596318867,0.301162917459744,0.181066513826605,-0.327259235941136,-0.7141643224187,-0.118277942987414,-0.728860049587936,-0.725131554403547,-0.227990339452741,-0.28296491863963,0.177001545909416,0.128909137936478,0.12772242643614,0.0715292980881695,-0.183315734309038,-0.170455167626298,-0.276472177527085,-0.545485292258476,-0.341559353727732,-0.635350047272127,0.00246628349691445,0.294924378507673,-0.0564305967022996,0.114642842972961,-0.464194201299742,-0.18414076123718,-0.82395790245418,0.0803255483267298,0.203349832563432,0.146327712663177,-0.053581618196549,0.224658598301123,-0.377558609936805,-0.14676569944936,-0.449620559361637,0.00720857982771074,-0.316640447670195,0.594365294066738
0.398776098847339,0.0625618752373519,-0.196365697542852,0.49382445359542,-0.613545041831508,-0.195362276293693,-0.610030265827787,-0.416257102984099,-1.41735548584848,0.0418127226518034,0.0753369496859096,-0.621589268085373,0.461735453459204,-0.160876867668995,0.232411312437256,0.0653524150404276,0.26694633881287,0.35157345080238,0.30871140171025,-0.266693273981812,-0.666542701380632,-0.113669598868738,-0.644730477002177,-0.704517850432514,-0.267238111983364,-0.249212999566625,0.254226476923305,0.1960236602084,0.16829209916159,0.123539049905428,-0.135659443710906,-0.121191096803577,-0.22707102508685,-0.486457154579265,-0.277504832339244,-0.585266748910953,0.0848833916908304,0.392558057213733,-0.0718308375817276,0.213646195164577,-0.415524693054839,-0.153703085886869,-0.799576614479297,0.0953086542070551,0.274065567430358,0.20508423196455,-0.00213169688302417,0.222182203194777,-0.294754741799351,-0.0905330643204231,-0.377455237610197,0.0792640507731905,-0.288918621322945,0.73467889463857
0.380909499125624,0.0733248288570145,-0.212245595184732,0.415629560995789,-0.599931431113098,-0.244973780912442,-0.688390895334157,-0.406635637829905,-1.41360162017893,0.0260957689917133,0.118174581374201,-0.650171219002612,0.383712896773473,-0.212348988033485,0.21594226222493,0.0465651475089436,0.104601154165576,0.324903097510311,0.210430499265913,-0.296427316697422,-0.68298223296232,-0.074579962223843,-0.65604150824738,-0.720270460012393,-0.260548076817594,-0.253580225295686,0.226809798852305,0.117372715088955,0.157002801533283,0.0567539930750493,-0.151475012990355,-0.143980281916695,-0.232842472153951,-0.510169190092771,-0.31645169860429,-0.617291061450332,0.0806585200949953,0.346260672931031,-0.0512712402387862,0.243213692837062,-0.382161154801054,-0.162355373530688,-0.819710929921126,0.100854290989524,0.251500598272814,0.168323936568816,-0.024178354704547,0.196519737519088,-0.380495457032334,-0.159450460627785,-0.434368889249338,0.198802493608828,-0.294826792592898,0.606702888061322
0.405885693564237,0.051254895800357,-0.199537608243362,0.34963905224345,-0.597048651672599,-0.319698298601554,-0.703085793960543,-0.402198321780236,-1.30567579856686,0.0318346078423341,0.0846549545880243,-0.612109168533694,0.343277902923708,-0.196701066928359,0.261711989838192,0.0470752514572384,0.0447607819242636,0.342781046432172,0.280993286971557,-0.289611784866164,-0.662171478243051,-0.0943719844148151,-0.640920395327716,-0.720879653586444,-0.147830792897955,-0.250265632544265,0.247945883157167,0.136819963397865,0.149867555302725,-0.113915772668255,-0.142521512723712,-0.115546073953853,-0.119775634137508,-0.482650454867237,-0.331514672862922,-0.609657816026102,0.0245176536317564,0.328787735058784,-0.0738015424667252,0.0799946149195682,-0.295831790404362,-0.158859417341196,-0.949302598971748,0.0668874329222116,0.0866893441129772,0.194725635926036,-0.0155725441264072,0.153415408027563,-0.357383747402698,-0.12957591644115,-0.317517652397377,0.030131145778899,-0.286531300985113,0.59520218186257
0.358798593788371,0.0386881053433812,-0.18135542264674,0.545641083155181,-0.604988354383202,-0.249643408828556,-0.625087267158685,-0.548356735709315,-1.59529855641702,0.00286672905342319,-0.0245041218012474,-0.669141543320862,0.346359009366665,-0.217971431524983,0.22153737649526,0.0313126596892617,0.0450673103906178,0.328665574062481,0.245452948203131,-0.304039574003951,-0.659830647531839,-0.111619300907084,-0.622619293745835,-0.765024329684667,-0.194720565418915,-0.239996989628854,0.233213191856135,0.116616362990097,0.135296386906122,0.0569427487040243,-0.155437857832166,-0.143054475729872,-0.254492628463907,-0.49496150846106,-0.182330818893486,-0.625707404025297,0.0513786530515106,0.361785732043328,-0.0298693215454598,0.276820193315257,-0.33876052462156,-0.161997854596189,-0.865068815128074,0.113421307014318,0.245454352585464,0.170228625792838,-0.00855416300109231,0.167902750051799,-0.499384811178875,-0.152623688407755,-0.413603362109166,0.0878110043962293,-0.272042316010009,0.706075869147417
0.406206628858472,0.136645518057632,-0.20222929912395,0.543687941293693,-0.583811893732007,-0.304665202272761,-0.655830075061703,-0.446977792500803,-1.83183797183311,0.0359871303819377,0.0803106210271928,-0.72403425720156,0.446404436786915,-0.172019440220278,0.220748112852298,0.050887016374742,0.140814634796194,0.347762760528741,0.37042504386899,-0.287242888820021,-0.664333980936386,-0.0692392538614424,-0.676076670547203,-0.779744070411433,-0.167840254065998,-0.23310735635508,0.254145824075045,0.186638935868517,0.172670676720828,0.120377812066265,-0.141321698292072,-0.137343555850144,-0.209316862894774,-0.488396870304466,-0.25762582151651,-0.59113681465261,0.0735838140002538,0.425452569642745,0.0135925729199305,0.346807051533504,-0.379938164757391,-0.166105679032754,-0.799354198684011,0.115133818287328,0.291331909388787,0.202490511981166,-0.00243918020456503,0.238237538933289,-0.491444305108801,-0.118680573840731,-0.419656407386081,0.207188692116152,-0.274009337592394,0.723507500542631
