"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.32583839961407,0.185327819212027,0.298199531767293,0.15889312707787,-0.205210836721539,-0.0546364128072683,-0.168888273461085,-0.0792534337048787,-0.0557994573249466,0.353305606085632,0.178656580712603,0.362702868304245,0.650403770076802,-0.0474302623896569,-0.23878560510686,0.0952853378708674,-0.132260958133345,-0.396149071876764,-0.517365995583962,0.0255326441024662,0.310940973715402,0.112634314061878,0.317844640923544,-0.00550927861703965,0.0898167033445222,0.143306947075566,-0.291711565159682,-0.0480892229253012,0.011498381616685,0.145298461139787,0.175453626223997,0.46947406099911,0.177278097354807,0.255190944237099,0.495192976853862,0.0725725495372535,0.174491843188133,0.0632251542284152,-0.296246115675635,0.327901835734043
0.44236252318066,0.391926555303177,0.372042633414017,0.318421437728026,0.02922984771442,0.179620814865031,0.0751087541964632,0.229819332977486,0.157281884281246,0.40916627626586,0.29555397093567,0.457543813894074,0.725468285104395,0.130065184139285,0.0249248392785331,0.289948215695262,0.110981462662527,-0.0619800505528399,-0.119643180457809,0.195317447400991,0.42966292531496,0.226919271338046,0.371508456724763,0.196949495780856,0.264803422056078,0.222275701849777,0.0559952259465433,0.156254956931555,-0.0384013202002217,0.380793885089128,0.416997919227832,0.522904627388449,0.428568418492963,0.364989863713444,0.572825274403672,0.366004484686772,0.254031004856661,0.190147991882261,0.130201353412646,0.491929726640078
0.147645396090044,-0.0725618895607534,-0.0361222498398612,-0.0330608734169568,-0.505661528542386,-0.318097819053149,-0.4669991199048,-0.232075860884042,-0.139112554755195,0.152224999682764,-0.0770909486753941,0.139184154759323,0.417856755381063,-0.29957072260162,-0.485701347740066,-0.13737750303444,-0.392955992639067,-0.682280355149111,-0.60159915947255,-0.247644647259546,0.109549415655151,-0.0279297237679139,0.335596655490319,-0.237181882344091,-0.142142972979002,-0.319985577646798,-0.481860643750133,-0.304654352147649,-0.548697329381166,-0.123879093002269,-0.0484248014144831,0.252803488575829,-0.130023317724908,0.0458483349881922,0.266746105516212,-0.0996202297236173,0.121174689963755,-0.22446563153099,-0.391850151280756,-0.200503535968617
0.160515300000068,-0.0571705521278649,-0.077967560996284,-0.0834050468813249,-0.635023946774256,-0.337854557177639,-0.489494302323886,-0.336942236707557,-0.142575486191034,0.190949199808311,-0.116719902595878,0.126016772130099,0.395570788517632,-0.332339687201606,-0.508095140993081,-0.151834646311913,-0.46206712270277,-0.765348289206104,-0.444969686392516,-0.233426166278105,0.0998271310303623,-0.0309651453079846,0.332519693269372,-0.278559497486283,-0.143776528536223,-0.385389921161495,-0.45904968365766,-0.394269571323259,-0.50129166735273,-0.0593767050895448,-0.110491884155453,0.265853378939597,-0.12516901754209,0.0465452024726549,0.26621316402443,-0.13342657637815,0.118142089746713,-0.264325730732423,-0.476364607913237,-0.184958947221189
-0.141832967956467,-0.349870768786699,-0.320405730642949,-0.373033382988577,-0.879147683322903,-0.560554951269592,-0.763181905114716,-0.526864260795186,-0.428209736846749,-0.147155302450872,-0.445825891582931,-0.173641537425164,0.093913319879912,-0.652563019466908,-0.762639962683344,-0.416910429282669,-0.720452541170091,-0.98811822700017,-0.913145419663477,-0.513993211303508,-0.249351880919144,-0.427483381093036,0.0797503799603907,-0.531226048406505,-0.432225466846808,-0.503505364045436,-0.729172140654263,-0.675300327711827,-0.843203819947632,-0.424079002100197,-0.395539915127865,-0.0983447292576985,-0.404456188945728,-0.260584194269205,-0.062341028776156,-0.316892502881687,-0.155998275721432,-0.571003924334443,-0.655192532117439,-0.334311615423347
-0.0361474436963491,-0.345018787052981,-0.332474019433543,-0.33650663308798,-0.894881854644557,-0.609593839678869,-0.826043611311585,-0.555036599457914,-0.465695923811618,-0.0345652045824688,-0.370017591823792,-0.0442368224438491,0.374742217467581,-0.647750598422158,-0.824948228427382,-0.413109267536629,-0.769718933163818,-1.1042358209556,-0.918390653917903,-0.561504966885298,-0.0874792023614815,-0.314063245812662,0.114927025832932,-0.578179339015253,-0.430043934294082,-0.563274147570119,-0.893269224072648,-0.676016351077144,-0.854649162293679,-0.365844766779741,-0.306017280948153,0.110801239292351,-0.527042585578309,-0.210643147201879,0.123886333676912,-0.376680732749296,-0.189744159587799,-0.525518678070136,-0.934285983569869,-0.355995126670488
-0.167654248509262,-0.41677481836445,-0.361521746017162,-0.358171703564008,-0.954930049658557,-0.619420369594667,-0.797878736109355,-0.570126815729093,-0.494619929834699,-0.170080492996639,-0.352682136658385,-0.18882064009827,0.0476724558100751,-0.706138991030183,-0.821452563893293,-0.465510973859759,-0.774161602323211,-1.05103942676345,-1.04977121366228,-0.515033247359843,-0.187252368364796,-0.420603037378785,0.0658682395076949,-0.551009421228111,-0.46637067943613,-0.75910353414166,-0.75563410625565,-0.66208696714126,-0.775571534197046,-0.444761012531138,-0.458787068971526,-0.0402886245173329,-0.544229988164849,-0.280670743267679,-0.12834406408478,-0.420660457952592,-0.158406132212677,-0.581356819015324,-0.682597959619369,-0.234591021964253
-0.0625425114476899,-0.273147696035939,-0.350402596950736,-0.184974100927228,-0.6676772933783,-0.408542144516243,-0.604974457351199,-0.613398862786464,-0.390585212779084,0.00641621952174012,-0.291147606891872,-0.0452628564643076,0.339211945968159,-0.528165793850815,-0.648299909098238,-0.310237281516204,-0.582256837042396,-0.820877234440479,-0.85156838541905,-0.438558699691494,-0.0819777796525341,-0.207340059150335,0.246219707602019,-0.416493952452945,-0.327636299941313,-0.27825139897483,-0.585002569394121,-0.462002221688907,-0.558135256488749,-0.196393179726551,-0.25486098192763,0.079217546082559,-0.4733519874637,-0.099360780162282,0.0398852533622041,-0.353811839682592,-0.11666825919295,-0.33279183446529,-0.501391876730762,-0.162094120737328
0.445600035361123,0.331504750934951,0.406324648831834,0.2829001003395,-0.243564151430258,0.0390445593350632,-0.227331033781473,-0.165615488918028,-0.0310287179823946,0.47238520980588,0.200117315275265,0.480127609548146,0.84333779204192,-0.117816372413684,-0.225830800906386,0.150118101848598,-0.122008284913583,-0.457005231323235,-0.30778234419432,-0.0129804879257988,0.428170761575929,0.218003102894506,0.695079353749137,0.0025820103272344,0.143522244437613,0.217209580751108,-0.17359353935911,-0.0652191199459402,-0.319292281162416,0.167014220639474,0.229610435442155,0.597552868439182,0.0948799682966672,0.369141821135238,0.620475800692548,0.138820960620671,0.365690978998379,0.0175016654924399,-0.263088481948248,0.285240462926307
0.0980052741247342,-0.119389524487282,-0.0264395286608358,-0.139244806050288,-0.850599031803767,-0.700329965323461,-0.748710302452363,-0.433721533793121,-0.286495925917207,0.102854490088951,-0.0750170186877316,0.0823699000273197,0.472023762812691,-0.502907006444031,-0.702960486019919,-0.279025266549195,-0.662576858648372,-1.0171132389596,-0.602381760959068,-0.393937293175102,0.0849755223781071,-0.128182775974534,0.184538539254364,-0.436547485165963,-0.275432703483622,-0.282855907396245,-0.808681399741003,-0.651795546059729,-0.870546173260045,-0.244717858489562,-0.158993682768447,0.249663913168774,-0.417620009688083,-0.0478050662451087,0.349332629372946,-0.249021898796476,-0.0996128351879741,-0.464807021502044,-0.84692447731905,-0.247582464507085
